CustomerID,Name,State,Age,Gender
74,Cain Anjorin,Bauchi,24,Male
75,Selma Anjorin,Akwa,68,Male
76,Harper Adewusi,Kebbi,59,Male
77,Celeste Adewusi,Oyo,67,Male
78,Adria Ihemeje,Oyo,45,Male
79,Sydney Maikori,Kogi,68,Male
80,Oleg Aremu,Anambra,45,Male
81,Nicholas Ajudua,Kogi,59,Male
82,Finn Onyeama,Anambra,56,Male
83,Dominique Adewusi,Ondo,21,Male
84,Fleur Fuwape,Imo,28,Male
85,Guinevere Coker,Bauchi,56,Male
86,Brennan Udoka,Cross,52,Male
87,Indira Onyeama,Yobe,74,Male
88,Francis Ibekwe,Ebonyi,32,Male
89,David Abaribe,Katsina,30,Male
90,Stella Ameobi,Edo,72,Male
91,April Onoja,Oyo,23,Male
92,Signe Ihemeje,Katsina,51,Male
93,Savannah Olaoye,Kano,58,Male
94,Tad Osakwe,Delta,54,Male
95,Cody Adekugbe,Plateau,62,Male
96,Danielle Adeniran,Katsina,72,Male
97,Maya Aladefa,Akwa,35,Male
98,Neville Aremu,Adamawa,26,Male
99,Anne Ayanbadejo,Jigawa,44,Male
100,Tara Adekugbe,Plateau,50,Male
101,Adrian Ogedegbe,Ogun,25,Male
102,Hayley Udoka,Osun,40,Male
103,Jerome Bakare,Borno,31,Male
104,Chastity Gwarzo,Cross,63,Male
105,Kieran Aneke,Kwara,70,Male
106,Morgan Okojie,Sokoto,67,Male
107,Carlos Olunloyo,Kwara,58,Male
108,Oprah Adeniran,Jigawa,74,Male
109,Theodore Oliha,Benue,24,Male
110,Eaton Olonisakin,Yobe,49,Male
111,Claudia Gwarzo,Oyo,38,Male
112,Jade Abagun,Enugu,52,Male
113,Alisa Ogedegbe,Ebonyi,34,Male
114,Rose Gwarzo,Bauchi,69,Male
115,Shaine Abagun,Plateau,51,Male
116,Glenna Akinde,Osun,49,Male
117,Raymond Igbinoghene,Kebbi,69,Male
118,Gay Oliha,Jigawa,26,Male
119,Aline Igbinoghene,Gombe,49,Male
120,Zia Makinde,Bayelsa,42,Male
121,Anthony Onyeama,Anambra,20,Male
122,Raphael Adeniran,Nasarawa,41,Male
123,Olivia Umelo,Jigawa,45,Male
124,Pandora Sofoluwe,Akwa,69,Male
125,Benjamin Ogedegbe,Nasarawa,52,Male
126,Austin Ayanbadejo,Yobe,59,Male
127,Uta Fuwape,Abia,65,Male
128,Eugenia Okojie,Kaduna,41,Male
129,Hanna Nwakaeme,Katsina,34,Male
130,Edan Coker,Cross,27,Male
131,Germaine Adekugbe,Lagos,28,Male
132,Sebastian Sofoluwe,Kwara,71,Male
133,Rudyard Aderemi,River,44,Male
134,Germane Fuwape,River,46,Male
135,Shaeleigh Ibekwe,Kebbi,23,Male
136,Kyle Abagun,Nasarawa,55,Male
137,Keefe Adarabioyo,Ibom,41,Male
138,Sean Abaribe,Yobe,32,Male
139,Azalia Ibekwe,Benue,43,Male
140,Mercedes Aremu,Kano,30,Male
141,Xavier Bakare,Ogun,52,Male
142,Mark Umelo,Bayelsa,70,Male
143,Amery Onyeama,Benue,24,Male
144,Todd Abadaki,Anambra,62,Male
145,Alisa Laouali,Akwa,19,Male
146,Kasper Oteh,Katsina,43,Male
147,Kyle Adewumi,Akwa,28,Male
148,Beatrice Daramola,Katsina,72,Male
149,Prescott Idonije,Akwa,49,Male
150,John Udoka,Kogi,19,Male
151,Brendan Olonisakin,Kebbi,56,Male
152,Guinevere Makinde,Yobe,65,Male
153,Adara Gwarzo,Bayelsa,22,Male
154,Timothy Adeniran,Edo,29,Male
155,Stewart Oliha,Kwara,75,Male
156,Brooke Onyeama,Ebonyi,41,Male
157,Quinn Ibekwe,Kwara,60,Male
158,Yolanda Gwarzo,Bauchi,26,Male
159,Vivian Ibekwe,Borno,45,Male
160,Rae Adeniran,Yobe,41,Male
161,Selma Buraimoh,Ebonyi,27,Male
162,Aurelia Igbinoghene,Bayelsa,59,Male
163,Linus Nwakaeme,Edo,43,Male
164,Ulla Chibuzor,Adamawa,52,Male
165,Karyn Ujah,River,46,Male
166,Emmanuel Buraimoh,Taraba,26,Male
167,Tate Adekugbe,Cross,67,Male
168,Yardley Aneke,Taraba,69,Male
169,Deanna Ihemeje,Bauchi,45,Male
170,Christopher Udoka,Ogun,19,Male
171,Amela Bakare,Kaduna,57,Male
172,Laura Aremu,Rivers,65,Male
173,Patricia Aneke,Katsina,25,Male
174,Joan Coker,Adamawa,21,Male
175,Prescott Onoja,Akwa,53,Male
176,Ivy Akinde,Imo,26,Male
177,Zorita Daramola,Oyo,26,Male
178,Mia Coker,Delta,55,Male
179,Lenore Chibuzor,Kaduna,39,Male
180,Pascale Ogunode,Enugu,18,Male
181,Brooke Abagun,Bayelsa,58,Male
182,Jemima Oteh,Plateau,46,Male
183,Baxter Ibekwe,Oyo,66,Male
184,Leah Onyeama,Ogun,24,Male
185,Wayne Daramola,Kebbi,64,Male
186,Marshall Oteh,Taraba,74,Male
187,Uriah Nwakaeme,Imo,44,Male
188,Larissa Olunloyo,River,35,Male
189,Gretchen Okojie,Gombe,29,Male
190,Grace Balarabe,Plateau,34,Male
191,Logan Abagun,River,72,Male
192,Bianca Bakare,Anambra,37,Male
193,Hector Adewusi,Benue,18,Male
194,Coby Udoka,Plateau,56,Male
195,April Aneke,Kano,46,Male
196,Alec Coker,Osun,64,Male
197,Steven Bakare,Sokoto,46,Male
198,Kirestin Aladefa,Jigawa,59,Male
199,Caldwell Ujah,Nasarawa,30,Male
200,Claudia Daramola,Gombe,50,Male
201,Brynne Laouali,Adamawa,25,Male
202,Addison Ogunode,Jigawa,59,Male
203,Elvis Sofoluwe,Katsina,69,Male
204,Jessamine Umelo,Cross,32,Male
205,Ignacia Akinde,Osun,29,Male
206,Amos Nwakaeme,Sokoto,39,Male
207,Dorian Abagun,Cross,45,Male
208,Bevis Abagun,Adamawa,55,Male
209,Aline Gwarzo,Cross,22,Male
210,Alyssa Aneke,River,71,Male
211,Irene Udoka,Adamawa,30,Male
212,Odette Onyeama,Abia,53,Male
213,Audra Umelo,Bayelsa,35,Male
214,Melanie Umelo,Adamawa,37,Male
215,Nero Ogunode,Oyo,37,Male
216,Holly Anjorin,Bauchi,25,Male
217,Colton Igbinoghene,Niger,59,Male
218,Kane Nwakaeme,Oyo,23,Male
219,Eaton Igbinoghene,Kebbi,25,Male
220,Jerome Maikori,Anambra,75,Male
221,Kieran Ofoedu,Enugu,62,Male
222,Bianca Maikori,Delta,23,Male
223,Lawrence Abadaki,Kano,38,Male
224,Beverly Laouali,Adamawa,68,Male
225,Alea Nwakaeme,Kebbi,21,Male
226,Sybill Umelo,Abia,29,Male
227,Hannah Abadaki,Kwara,49,Male
228,Pamela Aladefa,Yobe,32,Male
229,Phelan Ujah,Cross,34,Male
230,Acton Fuwape,Sokoto,49,Male
231,Kylynn Adewusi,Katsina,45,Male
232,Thaddeus Aremu,Edo,53,Male
233,Hamilton Aladefa,Kaduna,52,Male
234,Reuben Makinde,Katsina,24,Male
235,Aline Olunloyo,Ondo,47,Male
236,Silas Ofoedu,Niger,24,Male
237,Denton Ihemeje,Adamawa,44,Male
238,Eagan Igbinoghene,Gombe,61,Male
239,Ashton Ujah,Oyo,68,Male
240,Yoshio Chibuzor,Benue,31,Male
241,Ethan Abadaki,Delta,19,Male
242,Callum Aremu,Taraba,28,Male
243,Vaughan Aderemi,Kano,67,Male
244,Brenda Nwakaeme,River,39,Male
245,Dillon Daramola,Lagos,51,Male
246,Herman Udoka,Kano,69,Male
247,Elliott Onoja,Ondo,22,Male
248,Gail Adeniran,Plateau,74,Male
249,Hayley Adewumi,Ibom,36,Male
250,Wing Anjorin,Imo,66,Male
251,Bradley Ibekwe,Osun,21,Male
252,Dorothy Aneke,Sokoto,27,Male
253,Amaya Abadaki,Ebonyi,72,Male
254,Ayanna Aladefa,Borno,20,Male
255,Rhonda Onyeama,Lagos,29,Male
256,Montana Laouali,Rivers,61,Male
257,Evelyn Aremu,Oyo,27,Male
258,Fallon Abagun,Anambra,67,Male
259,Brandon Osakwe,Plateau,23,Male
260,Paul Adarabioyo,Oyo,64,Male
261,Nehru Makinde,Bauchi,51,Male
262,Raphael Akinde,Cross,23,Male
263,Micah Olunloyo,Imo,29,Male
264,Wing Adejuyigbe,Osun,70,Male
265,Kristen Adejuyigbe,Jigawa,73,Male
266,Clementine Olaoye,Anambra,65,Male
267,Jerome Ogunode,Ondo,47,Male
268,Troy Chibuzor,Rivers,43,Male
269,Inga Nwakaeme,Kwara,70,Male
270,Logan Balarabe,Katsina,59,Male
271,Karly Ogunode,Sokoto,39,Male
272,Kirestin Gwarzo,Adamawa,39,Male
273,Rylee Onoja,Nasarawa,26,Male
274,Moses Okojie,Sokoto,19,Male
275,Lillith Adekugbe,Ekiti,65,Male
276,Fiona Coker,Niger,34,Male
277,Beatrice Onoja,Ekiti,74,Male
278,Luke Ajudua,Edo,23,Male
279,Evangeline Idonije,Borno,42,Male
280,Garth Idonije,Ebonyi,21,Male
281,Dustin Anjorin,Ekiti,63,Male
282,Emery Umelo,Niger,68,Male
283,Kamal Olunloyo,Delta,18,Male
284,Rajah Ofoedu,Jigawa,60,Male
285,Kalia Adeniran,Ogun,51,Male
286,Emerson Abaribe,Edo,68,Male
287,Jared Daramola,Bayelsa,65,Male
288,Gail Anjorin,Anambra,69,Male
289,Kelly Oteh,Zamfara,71,Male
290,Stuart Anjorin,Katsina,54,Male
291,Felicia Adeniran,Imo,53,Male
292,Idona Akinde,Delta,37,Male
293,Andrew Onoja,Ondo,54,Male
294,Bree Ihemeje,Akwa,21,Male
295,Maris Oteh,Nasarawa,53,Male
296,Ava Aremu,Ibom,32,Male
297,Faith Anjorin,Lagos,45,Male
298,Leila Ameobi,Kaduna,66,Male
299,Jolene Osakwe,Bauchi,67,Male
300,Linus Osakwe,Niger,73,Male
301,Zenaida Adekugbe,Edo,66,Male
302,Emily Ujah,Kebbi,22,Male
303,Charity Ogunode,Borno,51,Male
304,Tiger Ameobi,Bayelsa,25,Male
305,Mason Nwakaeme,Anambra,48,Male
306,Andrew Fuwape,Anambra,34,Male
307,Tana Oteh,Sokoto,73,Male
308,Mechelle Aneke,Edo,60,Male
309,August Adekugbe,Imo,72,Male
310,Mariam Idonije,Nasarawa,69,Male
311,Tashya Aremu,Borno,65,Male
312,Cameran Ogunode,Kaduna,62,Male
313,Neve Bakare,Lagos,44,Male
314,Talon Ajudua,Taraba,68,Male
315,Quinn Coker,Kano,31,Male
316,Beck Olunloyo,Osun,40,Male
317,Myles Ajudua,Ibom,34,Male
318,Bruno Adekugbe,Plateau,42,Male
319,Josiah Ogedegbe,Kaduna,73,Male
320,Thaddeus Fuwape,Kogi,69,Male
321,Candice Igbinoghene,Yobe,23,Male
322,Zena Adekugbe,Yobe,32,Male
323,Kellie Adewusi,Lagos,31,Male
324,Unity Adarabioyo,Kano,21,Male
325,Chase Olaoye,Bauchi,73,Male
326,Driscoll Abadaki,Akwa,52,Male
327,Erich Osakwe,Ondo,29,Male
328,Lucas Nwakaeme,Gombe,23,Male
329,Evangeline Olaoye,Plateau,35,Male
330,Sigourney Adeniran,Gombe,53,Male
331,Rana Onyeama,Imo,63,Male
332,Louis Akinde,Plateau,35,Male
333,Camilla Gwarzo,Cross,60,Male
334,Quin Ujah,Lagos,49,Male
335,Alice Idonije,Ogun,71,Male
336,Gillian Ibekwe,Kwara,48,Male
337,Daria Oliha,Kogi,28,Male
338,Ross Chibuzor,Nasarawa,59,Male
339,Grace Chibuzor,Ebonyi,69,Male
340,Sigourney Daramola,Bayelsa,57,Male
341,Brent Abadaki,Oyo,43,Male
342,Christine Nwakaeme,Ogun,32,Male
343,Marny Daramola,Edo,64,Male
344,Mariko Abagun,Katsina,45,Male
345,Hector Adewusi,Edo,47,Male
346,Porter Maikori,River,22,Male
347,Drew Adarabioyo,Yobe,42,Male
348,Dustin Abaribe,Osun,49,Male
349,Malachi Laouali,Lagos,44,Male
350,Kamal Gwarzo,Kano,29,Male
351,Noble Fuwape,Benue,66,Male
352,Lavinia Balarabe,Ekiti,62,Male
353,Reagan Abagun,Kogi,38,Male
354,Leila Adewusi,Taraba,67,Male
355,Isadora Olunloyo,Plateau,24,Male
356,Mercedes Onyeama,Taraba,66,Male
357,Bernard Adejuyigbe,Osun,60,Male
358,Kim Bakare,Ondo,42,Male
359,Claudia Aneke,Osun,64,Male
360,Leroy Olonisakin,Bayelsa,19,Male
361,Tatiana Ihemeje,Taraba,39,Male
362,Kirestin Ibekwe,Bayelsa,74,Male
363,Gray Ogunode,Edo,29,Male
364,Brenna Ogedegbe,Bauchi,57,Male
365,Josephine Ibekwe,Adamawa,69,Male
366,Cedric Coker,Gombe,20,Male
367,Remedios Sofoluwe,Imo,57,Male
368,Nerea Abagun,Edo,59,Male
369,Cheyenne Anjorin,Kebbi,65,Male
370,Joelle Onyeama,Adamawa,32,Male
371,Malachi Abaribe,Ondo,24,Male
372,Ferris Anjorin,Cross,55,Male
373,Shad Laouali,Imo,60,Male
374,Jerome Osakwe,Taraba,20,Male
375,Palmer Ibekwe,Benue,66,Male
376,Ivy Bakare,Ibom,34,Male
377,Ferris Igbinoghene,Katsina,44,Male
378,Abraham Olaoye,Ogun,50,Male
379,Rigel Oliha,Anambra,36,Male
380,Robin Bakare,Akwa,20,Male
381,Nathaniel Adarabioyo,Taraba,43,Male
382,Victoria Chibuzor,Cross,60,Male
383,Lillian Adekugbe,Osun,28,Male
384,Nehru Ajudua,Benue,43,Male
385,Castor Daramola,Imo,62,Male
386,Josephine Adewusi,Osun,43,Male
387,Roth Ayanbadejo,Kebbi,23,Male
388,Charissa Abaribe,Kano,56,Male
389,Gwendolyn Nwakaeme,Yobe,34,Male
390,Hayes Adarabioyo,Plateau,55,Male
391,Colin Sofoluwe,Rivers,41,Male
392,Sylvia Nwakaeme,Enugu,63,Male
393,Brendan Chibuzor,Rivers,36,Male
394,Oscar Fuwape,Adamawa,21,Male
395,Carol Oliha,Oyo,38,Male
396,Simone Umelo,Kwara,57,Male
397,Kaitlin Makinde,Abia,72,Male
398,Tatum Aladefa,Plateau,47,Male
399,Knox Buraimoh,Bauchi,23,Male
400,Barbara Buraimoh,Kebbi,24,Male
401,Mohammad Ogedegbe,Bayelsa,59,Male
402,Cleo Bakare,Kaduna,44,Male
403,Eve Bakare,Imo,36,Male
404,Emerald Okojie,Osun,38,Male
405,Mia Ofoedu,Jigawa,62,Male
406,Colt Adekugbe,Benue,66,Male
407,Joan Ibekwe,Sokoto,43,Male
408,Anthony Ibekwe,Edo,49,Male
409,Arthur Ayanbadejo,Benue,34,Male
410,Shelley Abadaki,Kaduna,54,Male
411,Rhona Bakare,Borno,26,Male
412,Alfonso Ameobi,Kano,30,Male
413,Azalia Ogedegbe,Yobe,58,Male
414,Xyla Daramola,Yobe,52,Male
415,Lani Makinde,Edo,63,Male
416,Lee Adekugbe,Katsina,44,Male
417,Scarlett Balarabe,Ondo,66,Male
418,Cassidy Olonisakin,Katsina,48,Male
419,Maryam Onoja,Anambra,63,Male
420,Imelda Sofoluwe,Anambra,32,Male
421,Yoko Abaribe,Borno,46,Male
422,Xenos Udoka,Kaduna,63,Male
423,Thane Umelo,Niger,65,Male
424,Yuli Adekugbe,Bauchi,62,Male
425,Lev Balarabe,Niger,38,Male
426,Alana Idonije,Niger,20,Male
427,Jade Adekugbe,Akwa,68,Male
428,Noelani Adewusi,Jigawa,58,Male
429,Stewart Ameobi,Imo,61,Male
430,Calvin Nwakaeme,Bayelsa,27,Male
431,Brynn Umelo,Ebonyi,35,Male
432,Alfonso Ogunode,Bayelsa,39,Male
433,Nash Ogedegbe,Bayelsa,45,Male
434,Libby Olunloyo,Benue,24,Male
435,Dahlia Abaribe,Ondo,63,Male
436,Amos Aladefa,Akwa,20,Male
437,Patricia Ibekwe,Enugu,54,Male
438,Lucian Umelo,Edo,44,Male
439,Illiana Ogedegbe,Ibom,44,Male
440,Lewis Laouali,Yobe,21,Male
441,Giacomo Maikori,Oyo,37,Male
442,Aladdin Aremu,Plateau,41,Male
443,Ella Aladefa,Kebbi,24,Male
444,Desirae Ameobi,Jigawa,34,Male
445,Charles Abaribe,Benue,33,Male
446,Kaitlin Laouali,Oyo,39,Male
447,Olympia Adekugbe,Zamfara,60,Male
448,Velma Aneke,Ebonyi,54,Male
449,Moana Idonije,Oyo,27,Male
450,Belle Udoka,Bayelsa,69,Male
451,Victor Laouali,Osun,42,Male
452,Montana Idonije,Kano,49,Male
453,Shoshana Idonije,Kano,65,Male
454,Yoshio Makinde,Kwara,36,Male
455,Yolanda Aderemi,Kwara,52,Male
456,Jamal Chibuzor,Benue,60,Male
457,Damon Ofoedu,Kebbi,24,Male
458,Rose Maikori,Ebonyi,45,Male
459,Grady Okojie,Cross,37,Male
460,Martha Fuwape,Akwa,65,Male
461,Quinlan Anjorin,Yobe,74,Male
462,Ferdinand Aremu,Bayelsa,54,Male
463,Stuart Laouali,Niger,59,Male
464,Quinlan Sofoluwe,Edo,52,Male
465,Hope Okojie,Zamfara,38,Male
466,William Umelo,Imo,24,Male
467,Micah Adejuyigbe,Kaduna,50,Male
468,Norman Ihemeje,Kaduna,49,Male
469,Davis Aladefa,River,41,Male
470,Denton Aneke,Niger,74,Male
471,Olympia Maikori,Enugu,62,Male
472,Chadwick Udoka,Niger,52,Male
473,Portia Onoja,Benue,38,Male
474,Bradley Abagun,Cross,53,Male
475,Hedley Adewumi,Osun,38,Male
476,Genevieve Abaribe,Kaduna,46,Male
477,Isaiah Nwakaeme,Akwa,19,Male
478,Daphne Balarabe,Plateau,49,Male
479,Dacey Adewumi,River,25,Male
480,Gisela Laouali,Lagos,20,Male
481,Craig Nwakaeme,Kano,63,Male
482,Phillip Onoja,Lagos,67,Male
483,Xandra Aderemi,Kano,18,Male
484,Robin Akinde,Ebonyi,46,Male
485,Bevis Abadaki,Kaduna,64,Male
486,Claire Ihemeje,Osun,71,Male
487,Carla Ogunode,Kogi,21,Male
488,Erasmus Osakwe,Plateau,61,Male
489,Bradley Abagun,Kano,65,Male
490,Marcia Onoja,Delta,64,Male
491,Lillian Olunloyo,Jigawa,48,Male
492,Tucker Akinde,Edo,18,Male
493,Anthony Ofoedu,Cross,48,Male
494,Ursa Adewumi,Rivers,39,Male
495,Alyssa Adarabioyo,Kaduna,60,Male
496,Emi Udoka,River,43,Male
497,Kuame Buraimoh,Kogi,66,Male
498,Blythe Adeniran,Ebonyi,23,Male
499,Sharon Udoka,Lagos,23,Male
500,Freya Udoka,Imo,68,Male
501,Wang Abadaki,Kaduna,35,Male
502,Eaton Fuwape,Oyo,51,Male
503,Derek Ajudua,Ekiti,23,Male
504,Odette Ofoedu,Taraba,40,Male
505,Eagan Ogedegbe,Sokoto,70,Male
506,Nadine Ajudua,Katsina,56,Male
507,Hilary Laouali,Ondo,73,Male
508,Elton Igbinoghene,Kebbi,35,Male
509,Basil Adekugbe,Abia,61,Male
510,Caleb Olunloyo,Rivers,72,Male
511,Tanya Chibuzor,Kebbi,71,Male
512,Fitzgerald Onyeama,Gombe,34,Male
513,Haley Gwarzo,Kwara,52,Male
514,Emery Akinde,Katsina,54,Male
515,Yen Buraimoh,River,36,Male
516,Brian Coker,Ekiti,66,Male
517,Aladdin Ofoedu,Oyo,55,Male
518,Caldwell Oliha,Nasarawa,18,Male
519,Quin Igbinoghene,Delta,23,Male
520,Devin Abaribe,Kebbi,34,Male
521,Quinn Adarabioyo,Ekiti,72,Male
522,Mark Adekugbe,Enugu,65,Male
523,Cooper Olonisakin,Bayelsa,37,Male
524,Keelie Abagun,Akwa,27,Male
525,Lisandra Chibuzor,Kano,55,Male
526,Davis Balarabe,Kebbi,35,Male
527,Charity Abaribe,Bayelsa,34,Male
528,Cleo Maikori,Nasarawa,20,Male
529,Irene Abadaki,Katsina,45,Male
530,Jamal Gwarzo,Ogun,58,Male
531,Imogene Ofoedu,Cross,45,Male
532,Rae Olonisakin,Gombe,36,Male
533,Oleg Olaoye,Kebbi,53,Male
534,Deanna Daramola,Plateau,46,Male
535,Alden Aderemi,Delta,50,Male
536,Reed Anjorin,Nasarawa,66,Male
537,Joel Oliha,Benue,51,Male
538,Upton Udoka,Jigawa,68,Male
539,Kevyn Laouali,Kwara,68,Male
540,Mallory Aderemi,Imo,23,Male
541,Iona Adewusi,Ebonyi,64,Male
542,Jillian Adewumi,Gombe,26,Male
543,Leigh Ibekwe,Imo,51,Male
544,Connor Sofoluwe,Cross,61,Male
545,Cullen Aladefa,Katsina,35,Male
546,Marah Akinde,Akwa,40,Male
547,Danielle Onoja,Ekiti,45,Male
548,Yetta Olonisakin,Enugu,69,Male
549,Chancellor Olonisakin,Bayelsa,70,Male
550,Shafira Igbinoghene,Benue,60,Male
551,Ian Abadaki,Cross,24,Male
552,Latifah Maikori,Delta,36,Male
553,Hall Oliha,Delta,56,Male
554,Sage Adewusi,Katsina,21,Male
555,Amaya Sofoluwe,Taraba,55,Male
556,Steel Adewusi,Lagos,60,Male
557,Noelle Olonisakin,Kogi,54,Male
558,Kitra Ihemeje,Ebonyi,46,Male
559,Knox Balarabe,Kaduna,68,Male
560,Janna Ogunode,Lagos,28,Male
561,James Olunloyo,Ekiti,19,Male
562,Debra Adekugbe,Lagos,32,Male
563,Madonna Osakwe,Ebonyi,67,Male
564,Macy Oteh,Bayelsa,27,Male
565,Wendy Ayanbadejo,Enugu,70,Male
566,Tucker Adewumi,Bauchi,67,Male
567,Caleb Ogunode,River,47,Male
568,Leilani Oliha,Enugu,20,Male
569,Alec Makinde,River,25,Male
570,Jaden Nwakaeme,Bayelsa,43,Male
571,Rogan Olaoye,Gombe,24,Male
572,Justine Gwarzo,Kano,52,Male
573,Evangeline Umelo,Ogun,22,Male
574,Hanna Adewumi,Niger,58,Male
575,Nina Abagun,Abia,34,Male
576,Marny Ibekwe,River,33,Male
577,Herman Onyeama,Ebonyi,61,Male
578,Adrienne Maikori,Kaduna,28,Male
579,Sarah Olonisakin,Plateau,71,Male
580,Tiger Fuwape,Delta,30,Male
581,Carla Osakwe,Ebonyi,44,Male
582,Wyoming Ogedegbe,Lagos,67,Male
583,William Abaribe,Kwara,40,Male
584,Fletcher Gwarzo,Delta,63,Male
585,Minerva Adejuyigbe,Anambra,20,Male
586,Lyle Adejuyigbe,Delta,38,Male
587,Imani Onyeama,Imo,74,Male
588,Miranda Ujah,Bayelsa,43,Male
589,Preston Aremu,Akwa,57,Male
590,Caryn Abadaki,Cross,59,Male
591,Brynne Aremu,Nasarawa,44,Male
592,Indigo Coker,Bayelsa,56,Male
593,Burton Igbinoghene,Sokoto,60,Male
594,Paul Ibekwe,Cross,19,Male
595,Castor Onoja,Enugu,71,Male
596,Molly Adeniran,Ekiti,40,Male
597,Evangeline Gwarzo,Bauchi,70,Male
598,Rogan Ogunode,Ekiti,64,Male
599,Allegra Adejuyigbe,Borno,38,Male
600,Daria Ihemeje,Kaduna,69,Male
601,Vielka Sofoluwe,River,62,Male
602,Germane Buraimoh,Akwa,72,Male
603,Arthur Ogunode,Gombe,57,Male
604,September Abadaki,Enugu,45,Male
605,Destiny Ofoedu,Edo,56,Male
606,Venus Ajudua,Rivers,45,Male
607,Halla Bakare,Kogi,29,Male
608,Bell Oliha,Ibom,43,Male
609,Victoria Adarabioyo,Jigawa,23,Male
610,Jaden Maikori,Akwa,38,Male
611,Addison Anjorin,Cross,34,Male
612,Reece Akinde,Cross,37,Male
613,Lois Ayanbadejo,Akwa,61,Male
614,Jarrod Aladefa,Kogi,59,Male
615,Fay Adejuyigbe,Yobe,28,Male
616,Lance Aderemi,Bayelsa,40,Male
617,Shea Aderemi,Gombe,45,Male
618,Keegan Adeniran,Edo,47,Male
619,Freya Abaribe,Oyo,35,Male
620,Yen Ibekwe,Anambra,39,Male
621,Lewis Buraimoh,Imo,29,Male
622,Yen Makinde,Ogun,61,Male
623,Cheyenne Udoka,Kwara,73,Male
624,Riley Nwakaeme,Kano,37,Male
625,Gannon Ogedegbe,Bauchi,58,Male
626,Xanthus Nwakaeme,Osun,34,Male
627,Callum Ayanbadejo,Niger,40,Male
628,Noble Aladefa,Nasarawa,19,Male
629,Jin Ogedegbe,Ebonyi,22,Male
630,Amy Abagun,Abia,32,Male
631,Luke Aderemi,Lagos,26,Male
632,Malcolm Adejuyigbe,Imo,63,Male
633,Griffith Aremu,Plateau,71,Male
634,Shafira Idonije,Plateau,44,Male
635,Ora Osakwe,Rivers,56,Male
636,Joel Daramola,Niger,30,Male
637,Carla Sofoluwe,Edo,27,Male
